id,StatoInfortunio,Locazione,Settore
2252,Mortale,NordOvest,Metallurgia
2247,Mortale,NordOvest,Metallurgia
2217,Mortale,NordOvest,Metallurgia
2159,Mortale,NordOvest,Metallurgia
2123,Mortale,NordOvest,Metallurgia
2118,Mortale,NordOvest,Metallurgia
2083,Mortale,NordOvest,Metallurgia
2082,Mortale,NordOvest,Metallurgia
2056,Mortale,NordOvest,Metallurgia
2015,Mortale,NordOvest,Metallurgia
2008,Mortale,NordOvest,Metallurgia
2002,Mortale,NordOvest,Metallurgia
1991,Mortale,NordOvest,Metallurgia
1984,Mortale,NordOvest,Metallurgia
1975,Mortale,NordOvest,Metallurgia
1973,Mortale,NordOvest,Metallurgia
1968,Mortale,NordOvest,Metallurgia
1967,Mortale,NordOvest,Metallurgia
1784,Mortale,NordOvest,Metallurgia
1678,Mortale,NordOvest,Metallurgia
1497,Mortale,NordOvest,Metallurgia
1474,Mortale,NordOvest,Metallurgia
1272,Mortale,NordOvest,Metallurgia
1222,Mortale,NordOvest,Metallurgia
1217,Mortale,NordOvest,Metallurgia
1146,Mortale,NordOvest,Metallurgia
925,Mortale,NordOvest,Metallurgia
689,Mortale,NordOvest,Metallurgia
505,Mortale,NordOvest,Metallurgia
491,Mortale,NordOvest,Metallurgia
348,Mortale,NordOvest,Metallurgia
329,Mortale,NordOvest,Metallurgia
218,Mortale,NordOvest,Metallurgia
140,Mortale,NordOvest,Metallurgia
77,Mortale,NordOvest,Metallurgia
10429,Mortale,NordOvest,FabbricazioneMacchine
8027,Mortale,NordOvest,FabbricazioneMacchine
7449,Mortale,NordOvest,FabbricazioneMacchine
7381,Mortale,NordOvest,FabbricazioneMacchine
7329,Mortale,NordOvest,FabbricazioneMacchine
6998,Mortale,NordOvest,FabbricazioneMacchine
6882,Mortale,NordOvest,FabbricazioneMacchine
6814,Mortale,NordOvest,FabbricazioneMacchine
6801,Mortale,NordOvest,FabbricazioneMacchine
6769,Mortale,NordOvest,FabbricazioneMacchine
6719,Mortale,NordOvest,FabbricazioneMacchine
6703,Mortale,NordOvest,FabbricazioneMacchine
6702,Mortale,NordOvest,FabbricazioneMacchine
6697,Mortale,NordOvest,FabbricazioneMacchine
6606,Mortale,NordOvest,FabbricazioneMacchine
6582,Mortale,NordOvest,FabbricazioneMacchine
6498,Mortale,NordOvest,FabbricazioneMacchine
6473,Mortale,NordOvest,FabbricazioneMacchine
4474,Mortale,NordOvest,FabbricazioneMacchine
4461,Mortale,NordOvest,FabbricazioneMacchine
4384,Mortale,NordOvest,FabbricazioneMacchine
3880,Mortale,NordOvest,FabbricazioneMacchine
3845,Mortale,NordOvest,FabbricazioneMacchine
3839,Mortale,NordOvest,FabbricazioneMacchine
3751,Mortale,NordOvest,FabbricazioneMacchine
3541,Mortale,NordOvest,FabbricazioneMacchine
3195,Mortale,NordOvest,FabbricazioneMacchine
2850,Mortale,NordOvest,FabbricazioneMacchine
2242,Mortale,NordOvest,FabbricazioneMacchine
2086,Mortale,NordOvest,FabbricazioneMacchine
2063,Mortale,NordOvest,FabbricazioneMacchine
2026,Mortale,NordOvest,FabbricazioneMacchine
2024,Mortale,NordOvest,FabbricazioneMacchine
1816,Mortale,NordOvest,FabbricazioneMacchine
1535,Mortale,NordOvest,FabbricazioneMacchine
1531,Mortale,NordOvest,FabbricazioneMacchine
1481,Mortale,NordOvest,FabbricazioneMacchine
1455,Mortale,NordOvest,FabbricazioneMacchine
1156,Mortale,NordOvest,FabbricazioneMacchine
1009,Mortale,NordOvest,FabbricazioneMacchine
965,Mortale,NordOvest,FabbricazioneMacchine
894,Mortale,NordOvest,FabbricazioneMacchine
892,Mortale,NordOvest,FabbricazioneMacchine
690,Mortale,NordOvest,FabbricazioneMacchine
484,Mortale,NordOvest,FabbricazioneMacchine
446,Mortale,NordOvest,FabbricazioneMacchine
10791,Mortale,Centro,Metallurgia
7695,Mortale,Centro,Metallurgia
7687,Mortale,Centro,Metallurgia
7638,Mortale,Centro,Metallurgia
7619,Mortale,Centro,Metallurgia
7565,Mortale,Centro,Metallurgia
7400,Mortale,Centro,Metallurgia
7378,Mortale,Centro,Metallurgia
7153,Mortale,Centro,Metallurgia
7025,Mortale,Centro,Metallurgia
6964,Mortale,Centro,Metallurgia
6951,Mortale,Centro,Metallurgia
5401,Mortale,Centro,Metallurgia
5145,Mortale,Centro,Metallurgia
5124,Mortale,Centro,Metallurgia
4692,Mortale,Centro,Metallurgia
4445,Mortale,Centro,Metallurgia
4137,Mortale,Centro,Metallurgia
4015,Mortale,Centro,Metallurgia
3947,Mortale,Centro,Metallurgia
3507,Mortale,Centro,Metallurgia
3398,Mortale,Centro,Metallurgia
3091,Mortale,Centro,Metallurgia
2782,Mortale,Centro,Metallurgia
2590,Mortale,Centro,Metallurgia
2580,Mortale,Centro,Metallurgia
2573,Mortale,Centro,Metallurgia
1731,Mortale,Centro,Metallurgia
1262,Mortale,Centro,Metallurgia
1258,Mortale,Centro,Metallurgia
1185,Mortale,Centro,Metallurgia
878,Mortale,Centro,Metallurgia
777,Mortale,Centro,Metallurgia
205,Mortale,Centro,Metallurgia
11382,Mortale,Centro,FabbricazioneMacchine
7485,Mortale,Centro,FabbricazioneMacchine
7385,Mortale,Centro,FabbricazioneMacchine
7242,Mortale,Centro,FabbricazioneMacchine
4909,Mortale,Centro,FabbricazioneMacchine
4559,Mortale,Centro,FabbricazioneMacchine
2509,Mortale,Centro,FabbricazioneMacchine
1910,Mortale,Centro,FabbricazioneMacchine
1685,Mortale,Centro,FabbricazioneMacchine
1630,Mortale,Centro,FabbricazioneMacchine
588,Mortale,Centro,FabbricazioneMacchine
215,Mortale,Centro,FabbricazioneMacchine
198,Mortale,Centro,FabbricazioneMacchine
10855,Mortale,SudEIsole,Metallurgia
10305,Mortale,SudEIsole,Metallurgia
8332,Mortale,SudEIsole,Metallurgia
8256,Mortale,SudEIsole,Metallurgia
7563,Mortale,SudEIsole,Metallurgia
7540,Mortale,SudEIsole,Metallurgia
7537,Mortale,SudEIsole,Metallurgia
7488,Mortale,SudEIsole,Metallurgia
7487,Mortale,SudEIsole,Metallurgia
7392,Mortale,SudEIsole,Metallurgia
7266,Mortale,SudEIsole,Metallurgia
7257,Mortale,SudEIsole,Metallurgia
7256,Mortale,SudEIsole,Metallurgia
7252,Mortale,SudEIsole,Metallurgia
7218,Mortale,SudEIsole,Metallurgia
7063,Mortale,SudEIsole,Metallurgia
7061,Mortale,SudEIsole,Metallurgia
7015,Mortale,SudEIsole,Metallurgia
5364,Mortale,SudEIsole,Metallurgia
4885,Mortale,SudEIsole,Metallurgia
4759,Mortale,SudEIsole,Metallurgia
4719,Mortale,SudEIsole,Metallurgia
4386,Mortale,SudEIsole,Metallurgia
4327,Mortale,SudEIsole,Metallurgia
4285,Mortale,SudEIsole,Metallurgia
4230,Mortale,SudEIsole,Metallurgia
3683,Mortale,SudEIsole,Metallurgia
3397,Mortale,SudEIsole,Metallurgia
3024,Mortale,SudEIsole,Metallurgia
3023,Mortale,SudEIsole,Metallurgia
2915,Mortale,SudEIsole,Metallurgia
2910,Mortale,SudEIsole,Metallurgia
2427,Mortale,SudEIsole,Metallurgia
2359,Mortale,SudEIsole,Metallurgia
2289,Mortale,SudEIsole,Metallurgia
1883,Mortale,SudEIsole,Metallurgia
1839,Mortale,SudEIsole,Metallurgia
1761,Mortale,SudEIsole,Metallurgia
1606,Mortale,SudEIsole,Metallurgia
1360,Mortale,SudEIsole,Metallurgia
1295,Mortale,SudEIsole,Metallurgia
1284,Mortale,SudEIsole,Metallurgia
1115,Mortale,SudEIsole,Metallurgia
954,Mortale,SudEIsole,Metallurgia
953,Mortale,SudEIsole,Metallurgia
293,Mortale,SudEIsole,Metallurgia
291,Mortale,SudEIsole,Metallurgia
110,Mortale,SudEIsole,Metallurgia
30,Mortale,SudEIsole,Metallurgia
28,Mortale,SudEIsole,Metallurgia
7595,Mortale,SudEIsole,FabbricazioneMacchine
7521,Mortale,SudEIsole,FabbricazioneMacchine
4332,Mortale,SudEIsole,FabbricazioneMacchine
3074,Mortale,SudEIsole,FabbricazioneMacchine
1850,Mortale,SudEIsole,FabbricazioneMacchine
835,Mortale,SudEIsole,FabbricazioneMacchine
